user_id,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
dellerd,16.45,2.47,,,,,,,,18.919999999999998,,2.47,,,,,16.45,,,
deltalink21,23.45,0.08,,,,,,,,9.91,,,,,,,0.08,,,
demdem321,19.6,,,,,,19.6,,,443.65000000000003,19.6,,,424.05,,,,,,
demisin,,0.67,,,,,0.67,,,0.67,,,,,,,,,,
demoman12345678,912.23,313.03,,,,,,,,,,72.98,,,,,,,,
denkmeames,435.2,,,,,,,,,,,,,,,,,,,
denko1,9.48,,,,,,9.48,,,161.60999999999999,9.48,,,152.13,,,,,,
deo1199,92.93,,,,,,,,,,,92.93,,,,,,,,
dependancy,2414.5699999999997,,,,,,,,,,,,,,,,,,,
deployablearchnagel,24.62,,,,,,,,24.62,24.62,,,,,,,,,,
deranator,35.93,,,,,,,,,,,,,,,,,,,
deranked,1057.25,,,,,,,,,,,,,,,,,,,
derpmelon,7.16,,,,,,,,7.16,,,,,,,,,,,
derpy33074,0.18,0.18,,,,,,,,0.18,,,,,,,,,,
deryer,,,,,,,,,,5.02,,,,,,,,,,
destroyer197,60.2,60.2,,,,,,,,,,,,,,,,,,
desulax,20.22,,,,,,,,,15.72,,,,,,,,,,
detailmovie,78.93,46.870000000000005,,,16.42,,,,,250.45,,,,,,,34.48,,,
detcaderm5,12.92,12.92,,,,,,,,,,,,,,,,,,
dethonador,4647.86,,,,,,,,4620.23,,,,,,,,,,,
deviousbastard,,1.25,,,1.25,,,,,1.25,,,,,,,,,,
devoid,,29.12,,,,,,,,,,,29.12,29.12,,,,,,
devvonst,117.03,0.48,,,,,,,,0.48,,,,,,,,,,
deynarian,667.61,7.66,,,3.53,,,,663.48,3.53,,3.53,,,,,,,,
deyva,105.38,,,,,,,,,,,,,105.38,,,105.38,,,
dhansvid,512.52,85.46,,,40.07,,,,40.07,57.2,,,,,,,17.13,,,
dhystroyer,,,,,,,,,,643.63,,,,643.63,,,,,,
diSEMBOWELMENTAU,414.53,,,,,,,,,414.53,,,414.53,,,414.53,,,,
diabeticfuck,81.64,51.67,,,,,,,29.97,,,,,,,,,,,
diabz,3.87,,,,,,,,,,,,,,,,,,,
dicksoutforboromir,278.52,,,,,,,,31.22,85.99000000000001,,302.07,,,,,54.77,,,
dickspitarm,2510.48,1868.0800000000002,,,3.55,,,,,1868.0800000000002,,1871.63,,,,,,,,
didlnwzaa,258.68,,,,,,,,,,,,,,,,,,,
diego9031,69.92,11.58,,,11.08,,,,28.22,30.18,9.62,11.08,,,,,9.62,,,
diegobonando,53.15,,,,,,,,53.15,,,,,,,,,,,
diegoenoisfunksumare,8.68,3.26,,,0.23,,1.28,,,8.68,,8.45,,1.05,,,,,,
diegoroc,156.18,,,,,,,,2.15,2.15,2.15,,,,,,,,,
diet_cola,24.5,,,,,,,,24.5,24.5,24.5,,,,,,,,,
dieto2001,30.72,30.72,,,30.72,,,,30.72,,30.72,30.72,,,,,,,,
dietrich1998,108.36999999999999,17.52,,,,,90.85,,,90.85,90.85,,,,,,,,,
difera,948.52,180.27,,,,,,,,,,,,,,,,,,
digfernandes,265.83,224.17000000000002,,,4.35,,,,,4.35,,40.43,,,,,,,,
digirice,2.87,21.19,,,8.22,,,,,21.19,,,,,,,,,,
digitalgateway777,1287.17,,,,,,,,,,,,,,,,,,,
diglekango,,,,,,,,,,115.63,,115.63,,,,,115.63,,,
dignitasgMp,12.72,,,,,,,,,,,,,,,,,,,
dijakeplays,777.0799999999999,465.65,,,,,,,,777.0799999999999,465.65,465.65,,,,,,,,
dilminhapocoto,25.73,,,,,,,,,,,,,,,,,,,
dimitriirfan,1121.63,,,,,,,,,,,,,,,,,,,
dinomartinelli,,9.08,,,,,,,,90.28,,,,90.28,,,,,,
dinosaurdance,87.77,,,,,,22.05,,,87.77,22.05,,,,,,65.72,,,
dionnuner,40.29,25.93,,,,,,,3.68,3.68,,10.68,,,,,10.68,,,
dipsmash,213.78,,,,,,,,165.63,213.78,165.63,165.63,,165.63,,,,,,
dirklah,1.8,1.8,,,1.8,,,,,1.8,,,,,,,,,,
disizmehprofile,17.97,,,,,,,,,17.97,,,,,,,,,,
disregardwomenacquirecurrency,76.13,,,,,,,,,,,,,,,,,,,
disturbed_focus,153.75,,,,,,,,153.75,153.75,153.75,,,,,,,,,
diszterstartex,22.43,22.43,,,,,,,,22.43,,,,,,,,,,
dittopower,68.0,8.12,,,,,,,,8.12,,,,,,,,,,
divienne,140.38,140.38,,,,,,,140.38,140.38,140.38,140.38,,,,,,,,
dizioboy,16.07,27.62,,,,,,,0.27,1047.55,,0.72,,1047.28,,,0.72,,,
dizzy_zane,9.02,,,,4.67,,,,,9.02,,,4.67,4.67,,4.67,,,,
djacko,34.11,20.88,,,,,,,,,,59.17,,,,,,,,
djcharles02,1205.4,,,,,,,,,26.02,,,,,,,,,,
djjaraxxus,16.58,16.58,,,,,,,,16.58,,,,,,,,,,
djm3h,111.02,109.47,,,,,,,,1.55,,,,111.02,,,,,,
djnemonic,50.33,,,,,,,,,50.33,,,,,,,0.93,,,
djorpheusmusic,16.05,16.05,,,22.5,,,,,22.5,,,,6.45,,,16.05,,,
djreap3r,54.4,47.87,,,,,,,,,,,,,,,,,,
dk_ith,727.93,,,,,,,,,,,,,,,,,,,
dmaster4391,999.82,,,,,,,,,,,,,,,,,,,
dmckay,18.65,,,,,,,,,,,,,,,,,,,
dmitry_who,109.35000000000001,109.35000000000001,,,,,,,108.45,725.6500000000001,108.45,108.45,,617.2,,,,,,
dnsh38,30.57,,,,,,,,,,,,,,,,,,,
doctor_who93,219.72,3.9,,,,,,,,,,16.17,,,,,,,,
doctorpotatoes,457.99000000000007,42.4,,,39.02,,,,12.47,85.69,,,,8.59,,,13.49,,,
doctorwho1233,49.05,37.54,,,,,,,,,,,,,,,2.97,,,
doctr,108.03,65.59,,,,,,,,,,49.68,,,,,,,,
dodado1,,,,,,,,,,13.63,,,,13.63,,,13.63,,,
dodecadumpling,502.49,36.46,,,,,,,,0.8899999999999999,,,,,,,,,,
dogapp,41.25,41.25,,,,,38.83,,,41.25,38.83,38.83,,,,,1428.25,,,
dogeBH,4.37,4.37,,,,,4.37,,,4.37,,,,4.37,,,,,,
dogmob,1.33,,,,,,,,,,,,,1.33,,,1.33,,,
dogrider,405.65000000000003,0.92,,,,,,,404.73,0.92,,,,,,,0.92,,,
dojija,1538.18,,,,,,,,,,,,,,,,,,,
dollynhow,115.76,34.68,,,34.68,,,,2.55,68.50999999999999,,,33.83,,,33.83,,,,
dominozpizza-r-us,21.14,17.549999999999997,,,,,,,,111.85,,,,111.85,,,,,,
domrob,,4.62,,,,,,,,4.62,,,,,,,,,,
donaldqinshihunagditrump,58.12,,,,,,,,,58.12,,,,,,,58.12,,,
donkaguy,68.72999999999999,,,,,,,,68.72999999999999,36.65,,,,,,,,,,
donkeyduk01,128.02,128.02,,,,,,,,113.7,,113.7,,,,,,,,
donkeyinyourface,57.92,,,,,,19.78,,,417.5,,,,359.58000000000004,,,,,,
donni1234,,,,,,,,,5.95,,,,,,,,5.95,,,
dono1990,0.7,,,,,,,,0.7,0.7,,,,,,,,,,
donovanFlame,1155.3300000000002,,,,,,,,,,24.95,,,24.95,,,,,,
dontbanirelia,232.07,232.07,,,,,,,232.07,232.07,232.07,232.07,,,,,,,,
dontcopythisprofilelink,1.43,,,,,,1.43,,,1.43,,,,1.43,,,1.43,,,
dontdisturbthecoffee,420.12,420.12,,,,,,,,,,,,,,,,,,
dontgetmemed,89.93,,,,,,,,,2.38,,134.45000000000002,,,,,,,,
dontgohere,,1.92,,,,,,,,1.92,,,,58.33,,,58.33,,,
dontneedtoknow,767.43,,,,,,,,,,,,,,,,,,,
dontplayinpipesanddrains,980.1,33.97,,,,,,,,286.52,,152.92000000000002,,822.1800000000001,,,788.4,,,
dontreee,1.37,,,,,,,,,,,,,,,,,,,
dood2super,,,,,,,,,,1.7,,,,,,,,,,
doogi,90.14,,,,2.27,,,,44.37,90.14,44.37,40.98,,,,,,,,
dootz,340.71999999999997,305.84999999999997,,,,,291.45,,25.12,316.57,291.45,291.45,,,,,,,,
dopeywhitefrost,11.440000000000001,149.04,,,,,,,,71.92,,5.32,,61.82,,,,,,
doratheinbred,623.5,7.87,,,,,,,,7.87,,,,7.87,,,,,,
doridoridoridori,,12.98,,,12.98,,,,12.98,,12.98,12.98,,,,,,,,
dotasupimpa,92.78999999999999,53.42,,,,,,,,92.78999999999999,,92.78999999999999,,,,,,,,
dotcomplicated,22.13,,,,,,,,,22.13,,,,,,,,,,
dothed4nnydance,33.3,6.93,,,,,,,,,,,,,,,,,,
dotodev,21.1,,,,,,,,21.1,21.1,,,,,,,,,,
dougamer,33.33,,,,,,,,,,,,,,,,,,,
doyouevensmokeweed,38.85,4.6899999999999995,,,0.95,,2.57,,0.95,506.79999999999995,,,,506.79999999999995,,,,,,
doyourdooty,,,,,,,,,,78.3,,,,78.3,,,,,,
doyouwantorp,0.3,,,,,,,,,4.55,,,,3.88,,,0.3,,,
dpskipper,,,,,18.22,,,,,110.57,,,,133.67,,,18.22,,,
dpuser,445.77,,,,,,380.42,,445.77,445.77,,,,,,,380.42,,,
drAlMac,259.52,,,,,,,,,24.82,,284.34,,,,,,,,
dr_crazy_mii,60.03,,,,,,,,60.03,60.03,,,,,,,,,,
dracoblazex,,,,,,,,,,7.03,,7.03,,,,,7.03,,,
dragacane,,,,,,,,,,3.35,,,,,,,,,,
dragonchief,119.4,119.4,,,,,119.4,,,119.4,119.4,119.4,,,,,,,,
dragonlore23,127.15,98.42,,,19.77,,,,,82.19,,91.59,,12.42,,,32.75,,,
dragonphoenix34,97.65,97.65,,,97.65,,,,97.65,97.65,,,,,,,,,,
drake7758,11.1,,,,,,11.1,,11.1,752.13,,,,741.03,,,11.1,,,
drakeman1,604.72,,,,,,,,95.82,27.6,,,,,,,,,,
drako227,1803.28,,,,,,,,,,,,,,,,,,,
drankmypurple,0.53,,,,,,,,,,,,,,,,,,,
draoftwmate,,,,,,0.95,,,,,,,,,,,,,,0.95
dratini147,579.62,,,,,,,,,,,,,,,,,,,
dravenk,39.15,,,,,,,,,,,39.15,,,,,,,,
drazsyker,351.15,351.15,,,,,,,,351.15,351.15,351.15,,,,,,,,
drclockface,6.67,,,,6.67,,,,,6.67,,6.67,,,,,6.67,,,
drcpod,126.78,,,,,,,,,,,,,,,,,,,
drdoob,287.26,195.17999999999998,,,,,13.18,,17.06,209.13,,182.22,,97.83,,0.77,101.16,,,
dream2506,31.87,31.87,,,31.87,,,,31.87,31.87,,,,,,,,,,
driftinWITHIN,224.88,,,,,,,,,,,,,,,,,,,
drkrise,,14.28,,,14.28,,,,,14.28,,14.28,,14.28,,,14.28,,,
drkritisch,176.15,169.1,,,8.67,,,,8.67,169.1,,160.43,,,,,,,,
drnipslip,787.7,,,,,,,,,,,,,,,,,,,
droccteclemon,192.6,,,,,,,,11.27,16.349999999999998,9.87,9.87,,9.87,,,5.08,,,
droidcommandohero,31.82,,,,,,,,,,,,,,,,508.52,,,
droids18,340.75,,,,,,,,,,,,,,,,,,,
dromhydrax,,,,,,,,,,20.8,,,,,,,,,,
dropitwhenitshot,101.27000000000001,,,,,,,,,4.82,,96.45,,,,,4.82,,,
drsparky,120.61999999999999,4.57,,,,,,,,4.57,,119.38999999999999,,1.23,,,1.23,,,
drugweeduser,3.43,,,,,,,,3.43,3.43,,,,,,,,,,
druittmatee,1052.12,,,,,,,,,,,,,,,,,,,
drunkchef,,13.13,,,,,,,,43.879999999999995,,10.12,,33.76,,,251.0,,,
dryzeak,0.48,7.83,,,,,,,0.48,7.83,,7.83,,,,,,,,
dsmob,1179.7,,,,,,,,,,,,,,,,,,,
dubstep3000,,,,,,,,,,34.95,,,,34.95,,,,,,
duck0501,1164.77,,,,,,,,,,,,,,,,,,,
duckboy1233,34.62,,,,,,,,34.62,34.62,34.62,,,,,,,,,
duckcuck,,0.63,,,0.63,,,,0.63,0.63,,,,0.63,,,,,,
duckonthetruck,51.68,51.68,,,,,,,,,,,,,,,,,,
ducksswamp,,,,,,,,,67.58,62.39,67.58,67.58,,62.39,,,16.77,,,
dudutp_20,140.98,144.54999999999998,,,73.69999999999999,,,,3.57,144.54999999999998,70.85,144.54999999999998,,3.57,,,3.57,,,
dugec01,0.0,,,,,,,,,,,,,,,,,,,
dukewikoli,946.77,322.23,,,114.3,,,,624.65,129.0,614.6,122.42999999999999,,2.27,,,2.27,,,
dumbassscout2005,,11.62,,,,,,,0.6,2331.55,0.6,0.6,,2331.55,,,,,,
dumpface,6.5,2.3,,,,,,,,,,4.2,,,,,,,,
duncan_mccoll321,190.47,,,,,,,,,,,,,,,,,,,
dunlookerr,12.52,,,,,,,,12.52,12.52,,,,,,,,,,
duqdl3303,27.77,20.07,,,,,,,,20.07,,,,,,,,,,
dusskK,8.48,,,,,,,,,8.48,,,,,,,,,,
dutchcone,102.47,,,,,,,,,,,90.9,,,,,,,,
duzim,5.0,4.88,,,,,4.88,,0.12,4.88,4.88,,,4.88,,,,,,
dvs,1497.25,,,,,,,,,,,,,,,,,,,
dxzone12359,2.02,2.02,,,2.02,,,,,2.02,,,,,,,,,,
dylancarroll2,66.7,,,,,,,,,,,,,66.7,,,66.7,,,
dylanthevillan55,,17.1,,,,,,,,,,,,,,,,,,
dynamoburrito,85.26,78.08,,,,,,,,,,,,,,,,,,
dyslexicdew,,11.38,,,,,,,,,,,,,,,,,,
dzakuan,2717.5699999999997,3.8,,,2.35,,,,,9.58,,2.35,,,,,5.78,,,
e-a-g-l-e-s_eagles,435.84000000000003,,,,,,,,,1.65,,417.07,,1.47,,,,,,
e45g4w4t,47.33,,,,,,,,47.33,47.33,,,,,,,,,,
eEssiEe,1222.07,,,,,,,,,,,,,,,,,,,
eamonflame,79.15,79.15,,,,,,,,,,,,,,,,,,
earthsea,140.57,,,,,,,,,,,140.57,,,,,,,,
earthtapestry22,424.1,424.1,,,,,,,,424.1,,424.1,,,,,,,,
ebil6177,,2.7,,,,,2.7,,,2.7,,,,,,,,,,
ecguymer,6.35,6.35,,,,,,,,6.35,,,,,,,,,,
echo125,46.15,31.47,,,31.47,,,,46.15,14.68,31.47,31.47,,,,,,,,
ecobro3,1568.1,,,,,,,,,,,9.78,,,,,,,,
ecosweetz,57.86,31.73,,,26.13,,,,,57.86,,31.73,26.13,,,26.13,,,,
eddy96,18.22,5.23,,,,,,,,5.23,,,,,,,,,,
edenist,63.790000000000006,,,,,,,,,,,,,,,,,,,
edgar_its_the_popo,137.85,,,,,,,,,,,,,,,,,,,
editinggod,689.25,567.18,,,,,567.18,,,567.18,567.18,567.18,,122.07,,,122.07,,,
edmartin,68.2,,,,,,,,68.2,68.2,,,,,,,68.2,,,
educatedpotato,146.15,,,,,,,,,146.15,,146.15,,,,,,,,
edwarddavis,428.70000000000005,,,,,,53.23,,428.70000000000005,477.40000000000003,375.47,424.17,,,,,53.23,,,
edyac,194.88,,,,,,,,194.88,,194.88,,,,,,,,,
eeeeeeeeeltruT,355.94,26.32,,,26.32,,,,,252.55,,139.48,,,,,,,,
eel_deuce,,,,,,,,,,,,,,,,,358.58,,,
efefuyg3g4u5u22u4yv,,,,,2.4,,,,2.4,2.4,,,,,,,,,,
egftw,672.9,,,,,,31.0,,31.0,,,,,,,,,,,
eggyy,475.57,475.57,,,,,475.57,,,475.57,475.57,475.57,,,,,,,,
ehehmypinylel,,,,,,,,,,224.25,,,,224.25,,,,,,
ehekatI,,,,,,,,,,,,,0.42,,,,,,,
ehrenthor,1321.1799999999998,,,,,,,,,217.5,,,,217.5,,,,,,
eiW0Y9he,,,,,,,,,,,,,,0.12,,,0.12,,,
eiberg10,17.72,37.57,,,,,,,,4.05,,,,4.05,,,,,,
eiglow,130.42000000000002,6.1,,,6.1,,,,6.1,,6.1,6.1,,,,,,,,
eileen007,1155.9,,,,,,,,,,,,,,,,,,,
ej600,1.23,,,,,,,,1.23,,1.23,,,,,,,,,
ej908,89.47,89.47,,,89.47,,,,89.47,89.47,,,,,,,,,,
ejthesnakehunter,1402.3,,,,,,,,,,,,,,,,,,,
el-Gusto,629.83,,,,,,,,,,,629.83,,,,,,,,
elarto56,7.5,5.62,,,0.18,,,,0.18,5.8,,,,,,,,,,
elchig,8.75,8.75,,,,,,,,8.75,8.75,8.75,,,,,,,,
eldoubleu,80.22,80.22,,,,,80.22,,,80.22,80.22,80.22,,,,,,,,
elducttape,0.13,,,,,,,,,,,,,0.13,,,0.13,,,
eledga,12.4,,,,0.12,,,,,,,,,,,,,,,
elektro_haus,411.49000000000007,,,,5.25,,,,,18.47,,,,,,,,,,
elephantdick,0.1,0.1,,,,,,,,0.1,,,,,,,,,,
elevade,,,,,,,,,,59.58,,,,59.58,,,,,,
elgerjp,40.75,,,,,,,,,40.75,,,,,,,40.75,,,
elijahwells,1047.93,,,,,,,,,,,,,,,,,,,
elind21,85.33,85.33,,,,,,,,172.8,,,,172.8,,,,,,
elishabridge3,,,,,,,,,,1355.05,,,,1355.05,,,,,,
elite_m8,137.0,137.0,3.8,,,,,,,863.6,,137.0,,726.6,,,,,3.8,
eliteboy,552.48,,,,,,,,,,,,,,,,,,,
eliteknightaust,69.25,69.25,,,,,,,,,,,,,,,,,,
eljefe2171,83.37,,,,,,,,83.37,83.37,83.37,,,,,,103.08,,,
eljong,405.17,22.37,,,,,,,,22.37,,22.37,,,,,,,,
elkpodeush,73.95,,,,,,,,36.93,36.93,,,,,,,,,,
ellioshow,20.05,,,,,,,,,,,,,,,,,,,
elliottgame,12.88,,,,,,,,12.88,6.17,4.6,,,,,,10.77,,,
elly420,787.75,,,,,,,,16.8,,16.8,,,,,,16.8,,,
elmattothefatto,,,,,,,,,,82.15,,,,82.15,,,82.15,,,
elnicoWTF,58.17,58.17,,,58.17,,,,58.17,,58.17,58.17,,,,,,,,
elnixo,642.43,,,,,,,,,,,,,,,,,,,
elrims,24.62,66.44,,,20.7,,,,,62.519999999999996,,,,62.519999999999996,,,20.7,,,
elshelen,2.17,2.17,,,2.17,,,,,,,2.17,,,,,,,,
elsteffe,,0.6,,,0.6,,,,0.6,0.6,,,,0.6,,,,,,
emersyn,2101.77,,,,,,,,,,,,,,,,,,,
emorisu,157.01000000000002,72.45,,,44.980000000000004,,,,14.65,117.0,,29.12,,,,,35.92,,,
empiregames,133.57,82.32,,,,,,,,53.97,,60.17,6.2,,,,,,,
emporer88,,,,,,,,,,,,56.08,,66.66,,,66.66,,,
en-esta-partecita-esta-zacler,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,,,
enVusGaming,125.11,,,,,,,,7.93,973.47,,,33.93,973.47,,,,,,
end_,0.35,,,,,,,,,,,,,,,,,,,
endel1990,,,,,,,,,,33.23,,,,33.23,,,33.23,,,
endlesszz,,,,,0.28,,,,0.28,0.28,,,,,,,,,,
enricovdoliveira,381.15,381.15,,,,,381.15,,,381.15,381.15,381.15,,,,,,,,
enticeprofile,1022.38,1022.38,,,,,1022.38,,,1022.38,1022.38,1022.38,,,,,,,,
entirionn,5.12,5.12,,,,,,,,5.12,,5.12,,,,,,,,
eomd,2383.28,,,,,,,,,,,,,,,,,,,
epagames,1143.89,23.63,,,0.73,,,,12.63,0.73,,308.83,,,,,11.72,,,
epic_doom,40.0,5.78,,,4.82,,,,18.189999999999998,19.15,18.189999999999998,5.78,,,,13.37,,,,
epic_taco,365.07,341.3,,,3.73,,3.73,,27.5,365.07,,337.57,,,,,23.77,,,
epicbumface,115.60000000000001,54.01,,,,,,,,,,46.27,,,,,,,,
epiclyralphy,123.73,123.73,,,,,,,,123.73,123.73,123.73,,,,,,,,
epicnugg,11.18,,,,,,,,,11.18,,,,,,,,,,
epicscoutfan,44.13,18.6,,,,,,,35.480000000000004,25.53,18.6,18.6,,,,,,,,
epicsnail1996,,,,,1.17,,,,,1.17,,,,,,,,,,
epullay,,,,,21.13,,,,,,,,,,,21.13,,,,
equiinax,77.53,,,,,,,,,,,77.53,,,,,,,,
equinox97,,0.53,,,,,,,,55.9,,,,55.37,,,,,,
erangaea,2.83,2.83,,,,,,,,,,,,,,,,,,
eraqkiwi,0.5,,,,,,,,,,,,,,,,,,,
erenberry,293.45,,,,,,,,,,,,,293.45,,,293.45,,,
erggjmuyg,0.47,0.47,,,,,,,,951.32,,,,951.32,,,,,,
ericwashea123,,,,,,,,,,80.4,,,,80.4,,,,,,
escapetradingprofile,1045.97,,,,,,,,,,,,,,,,,,,
esem88,60.349999999999994,57.05,,,,,,,,187.07000000000002,,,,183.77,,,3.3,,,
esema1234,26.62,,,,,,,,26.62,106.48,,,,81.73,,,,,,
essex666,32.28,,,,,,,,,,,32.28,,,,,,,,
eterna_amn,159.65,159.65,,,,,,,,,,,,,,,,,,
ethanabey,55.14,,,,,,,,,8.14,6.32,6.32,,8.14,,,,,,
ethanbradberrry,476.4,,,,,,,,,,,,,,,,,,,
ethanbro,212.73,211.82,,,,,0.43,,,212.73,0.43,211.82,,0.48,,,,,,
ethanol10,24.07,,,,,,,,,8.38,,,,,,,8.38,,,
ethos102,12.5,,,,,,,,,,,,,,,,,,,
evankohgj,420.89,,,,,,,,,10.97,,431.86,,,,,,,,
evcentric,69.67,,,,,,,,,303.36,,69.67,,233.69,,,280.72,,,
everreddie,5.45,,,,,,,,5.45,4.55,5.45,,,,,,,,,
evilindiegaming,1.78,,,,,,,,,1.78,,,,,,,,,,
evillittleweirdguy,,6.0,,,,,,,,19.380000000000003,,,,,,,13.38,,,
evilspirit112233,310.12,5.07,,,,,,,305.05,,,,,,,,,,,
evolutionswag1,111.6,,,,,,,,,,,,,111.6,,,111.6,,,
exLightning,145.75,145.75,,,,,,,,141.68,,103.0,,,,,,,,
exdddddddddd,1026.65,,,,,,,,,46.63,,,,,,,46.63,,,
exellexe,837.65,,,,,,,,,,,,,,,,,,,
exilecs,1248.6,,,,,,,,,166.27,,,,166.27,,,,,,
expert_spy,126.22,,,,,,,,,,,,,,,,,,,
explosiv3,6.73,5.9,,,,,,,,5.9,,,,,,,,,,
expos,613.27,,,,,,,,,,,,,,,,,,,
express157,12.53,12.53,,,12.53,,,,12.53,12.53,,,,,,,,,,
exratchet,1457.1,24.53,,,24.53,,,,,24.53,,,,,,,,,,
exton,,,,,,,36.55,,,36.55,,,,36.55,,,,,,
extremeprejudice,120.9,,,,,,,,,,,,,,,,,,,
exyz3,419.63,,,,,,,,,349.82,,,,349.82,,,,,,
eyrie43,47.68,47.68,,,,,47.68,,,47.68,47.68,47.68,,,,,,,,
ezrakoenig,,,,,,,,,,32.95,,32.95,,,,,68.88,,,
f0rce_aus,737.08,,,,,,,,,,,,,,,,,,,
f3v3red,113.36,113.36,,,,,,,,6.63,,6.63,,,,,,,,
f4fphoenix,,,,,,,,,,4.02,,,,4.02,,,4.02,,,
fab032,215.76999999999998,,,,,,,,98.52,98.52,98.52,,,117.25,,,117.25,,,
fab2cent,57.79,11.57,,,,,,,,,,,105.46000000000001,,,50.67,,,,
fabiopotato,83.88,83.88,,,,,,,,,,,,,,,,,,
fabriloler,44.33,44.33,,,44.33,,,,,44.33,,44.33,,,,,,,,
fac3bragAxenAdraswucAt5uhucHaCed,17.47,,,,,,,,17.47,,,,,,,,,,,
facinorousFabulist,275.92,275.92,,,,,,,,275.92,,275.92,,,,,,,,
fadas56,,,,,3.07,,,,,3.07,,,,3.07,,,,,,
fael7,1577.83,,,,,,,,,,,,,,,,,,,
faffandtheworldfaffswithyou,94.6,65.55,,,,,,,,,,,,,,,,,,
failninja1,44.45,,,,,,44.45,,,44.45,44.45,,,,,,,,,
failpunch,49.67,,,,,,,,,,,49.67,,,,,,,,
faizauthar,33.35,21.1,,,,,,,12.25,12.25,,,,,,,,,,
fakesmg4,329.68,,,,,,,,26.3,303.38,15.73,15.73,,,,,303.38,,,
falfouchinskaia,6.38,,,,,,,,6.38,6.38,,,,,,,330.48,,,
fallenrecruit,41.22,41.22,,,,,,,,,,,,,,,,,,
falynax,2095.38,,,,,,332.73,,,332.73,332.73,,,,,,,,,
fam4,1390.52,,,,,,,,,,,,,,,,,,,
fameplays,285.05,,,,,,,,,,,,,285.05,,,285.05,,,
fancyidiot,13.58,13.58,,,,,,,13.58,,13.58,13.58,,,,,,,,
fantastic_pootis,176.77,176.77,,,176.77,,,,176.77,176.77,,,,,,,,,,
fantasticjustice,183.8,151.18,,,,,,,,193.4,,151.18,,,,32.62,,,,
fantomexican,18.48,2.13,,,,,,,,2.13,,16.35,,,,,,,,
faridhisham,33.13,,,,,,,,,,,,,,,,,,,
farmaobitcoin,83.84,47.52,,,,,36.32,,83.84,,,,,47.52,,47.52,,,,
farnellthedog,35.8,,,,,,,,35.8,,35.8,35.8,,,,,,,,
farsel,0.0,21.22,,,,,,,,6.15,,,21.22,23.240000000000002,,,514.95,,,
fartofsmellyness,7.1,,,,,,,,,,,,,,,,,,,
fashathefish,12.059999999999999,9.28,,,,,,,3.13,8.93,,,,9.28,,0.35,,,,
fastik4321,,,,,,,,,,1011.27,,,,1011.27,,,,,,
fatkings,20.8,,,,,,,,,,,2.27,,,,,,,,
fatpaynus,1255.17,,,,,,,,,,,,,,,,,,,
fatplums,630.9799999999999,,,,,,,,,,,,,,,,,,,
fatppl,107.63,,,,,,,,,,,107.63,,,,,,,,
fatrangacuntnolifevirgin,4.33,,,,,,,,,,,,,,,,,,,
fattyahead,1.27,4.4,,,,,,,,,,,,,,,,,,
fattysteveE,664.75,,,,,,,,,,,,,,,,,,,
fazepinguisbestpingu,133.33,,,,,,,,133.33,,133.33,,,,,,133.33,,,
fazerumbagulho,1320.4699999999998,,,,,,279.9,,,279.9,279.9,,,,,,,,,
fazz,835.35,,,,,,,,,,,,,,,,,,,
fbibradfbi,628.83,,,,,,,,,,,,,628.83,,,628.83,,,
fedalto,1904.4,1904.4,,,,,,,,1904.4,,1904.4,,,,,,,,
federige,150.93,150.93,,,,,150.93,,,150.93,150.93,150.93,,,,,,,,
fedexplus,29.09,0.5,,,3.78,,,,0.58,3.86,,0.08,,0.58,,,,,,
feeling31634,166.62,,,,,,,,,,,,,,,,,,,
feemdeusenosirmao,1081.72,,,,,,,,,,,,,,,,,,,
feifei30922,37.85,,,,,,,,,,,,,,,,,,,
fekoffucomunist,379.29,236.99,,,217.37,,,,217.37,236.99,,99.72,,,,,,,,
felipespy,811.2,,,,,,,,,,,,,,,,,,,
fellipeduca,64.33,64.33,,,,,64.33,,,64.33,64.33,64.33,,,,,,,,
felsa,,,,,,,,,,,,,,,,,45.43,,,
fenrakk4,29.58,,,,,,,,29.58,188.63,,,,188.63,,,,,,
feraldog,2.38,,,,,,,,,,,,,,,,,,,
fereleth,20.47,,,,,,,,,26.04,,,,,,,,,,
fergieandjesus,29.03,14.13,,,,,,,,,,,,,,,,,,
fernandobeltran,115.36,7.33,,,,,,,0.48,115.36,0.48,108.51,1.33,,,,,,,
ffortissimo,18.08,,,,,,,,,18.08,,,,,,,18.08,,,
fgtkms,1658.9399999999998,,,,,,,,,1275.49,,,,1272.22,,0.55,2.7199999999999998,,,
fhjao,77.55,77.55,,,145.8,,,,38.28,64.8,38.28,103.08,,,,42.72,,,,
fhmmr,143.35,143.35,,,142.82,,,,0.53,143.35,,142.82,,,,,,,,
fiTcherino,1762.6100000000001,,,,,,,,,19.7,,50.15,,19.7,,,,,,
fieryclockwork,3.42,,,,,,,,3.42,3.42,,,,,,,3.42,,,
fieryluck,309.15999999999997,182.85,,,38.27,,107.08,,38.27,182.85,107.08,216.56,,,,,,,,
fightingrobot47,38.66,1.15,,,,,35.73,,41.559999999999995,38.66,1.15,1.15,,2.9,,,38.629999999999995,,,
